EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-71,Storm,Severe,2016-03-23 13:14:00,2016-03-23 14:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-72,Storm,Severe,2016-03-23 14:54:00,2016-03-23 15:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-73,Storm,Severe,2016-03-23 15:54:00,2016-03-23 16:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-74,Snow,Light,2016-03-26 13:24:00,2016-03-26 15:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-75,Snow,Light,2016-03-26 16:54:00,2016-03-26 18:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-76,Snow,Light,2016-03-26 18:34:00,2016-03-26 19:14:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-77,Snow,Light,2016-03-26 19:34:00,2016-03-26 23:54:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-78,Snow,Light,2016-03-27 04:34:00,2016-03-27 05:54:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-79,Snow,Light,2016-03-27 11:14:00,2016-03-27 11:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-80,Snow,Light,2016-03-31 10:34:00,2016-03-31 10:54:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-81,Fog,Moderate,2016-03-31 22:14:00,2016-03-31 22:34:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-82,Snow,Light,2016-04-01 00:54:00,2016-04-01 01:34:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-83,Rain,Light,2016-04-09 20:55:00,2016-04-09 21:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-84,Rain,Light,2016-04-09 22:55:00,2016-04-10 00:15:00,0.06,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-85,Rain,Light,2016-04-11 06:15:00,2016-04-11 06:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-86,Rain,Light,2016-04-11 21:55:00,2016-04-11 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-87,Rain,Light,2016-04-12 03:55:00,2016-04-12 04:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-88,Rain,Light,2016-04-12 23:15:00,2016-04-12 23:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-89,Rain,Light,2016-04-12 23:55:00,2016-04-13 00:55:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-90,Rain,Light,2016-04-13 02:35:00,2016-04-13 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-91,Rain,Light,2016-04-15 21:55:00,2016-04-15 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-92,Rain,Light,2016-04-15 22:55:00,2016-04-15 23:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-93,Fog,Severe,2016-04-15 23:35:00,2016-04-15 23:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-94,Fog,Moderate,2016-04-15 23:55:00,2016-04-16 00:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-95,Rain,Light,2016-04-16 00:55:00,2016-04-16 01:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-96,Rain,Light,2016-04-16 01:55:00,2016-04-16 02:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-97,Rain,Light,2016-04-16 04:15:00,2016-04-16 05:15:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-98,Snow,Moderate,2016-04-16 05:15:00,2016-04-16 05:35:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-99,Rain,Light,2016-04-16 06:55:00,2016-04-16 07:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-100,Rain,Light,2016-04-16 09:15:00,2016-04-16 09:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-101,Snow,Light,2016-04-16 09:35:00,2016-04-16 10:15:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-102,Snow,Moderate,2016-04-16 10:15:00,2016-04-16 10:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-103,Snow,Heavy,2016-04-16 10:35:00,2016-04-16 11:15:00,0.19,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-104,Snow,Light,2016-04-16 11:15:00,2016-04-16 14:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-105,Rain,Light,2016-04-16 15:15:00,2016-04-16 15:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-106,Snow,Light,2016-04-16 15:55:00,2016-04-16 16:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-107,Rain,Light,2016-04-16 17:35:00,2016-04-16 17:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-108,Snow,Light,2016-04-16 17:55:00,2016-04-16 18:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-109,Snow,Light,2016-04-16 18:35:00,2016-04-16 18:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-110,Snow,Light,2016-04-16 21:35:00,2016-04-16 21:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-111,Snow,Light,2016-04-16 22:55:00,2016-04-16 23:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-112,Snow,Light,2016-04-17 00:15:00,2016-04-17 00:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-113,Snow,Light,2016-04-17 01:35:00,2016-04-17 01:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-114,Snow,Light,2016-04-18 05:15:00,2016-04-18 09:35:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-115,Snow,Light,2016-04-18 09:55:00,2016-04-18 10:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-116,Snow,Light,2016-04-18 16:55:00,2016-04-18 17:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-117,Snow,Light,2016-04-19 01:55:00,2016-04-19 02:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-118,Rain,Light,2016-04-19 02:15:00,2016-04-19 02:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-119,Snow,Light,2016-04-19 02:35:00,2016-04-19 06:15:00,0.09,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-120,Snow,Light,2016-04-19 08:15:00,2016-04-19 08:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-121,Snow,Light,2016-04-19 14:15:00,2016-04-19 14:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-122,Snow,Light,2016-04-20 12:55:00,2016-04-20 14:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-123,Rain,Light,2016-04-20 15:15:00,2016-04-20 16:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-124,Rain,Light,2016-04-20 19:55:00,2016-04-20 20:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-125,Rain,Light,2016-04-24 02:35:00,2016-04-24 03:15:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-126,Rain,Light,2016-04-26 01:55:00,2016-04-26 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-127,Snow,Light,2016-04-26 21:55:00,2016-04-26 22:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-128,Snow,Light,2016-04-26 23:55:00,2016-04-27 01:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-129,Snow,Light,2016-04-27 02:15:00,2016-04-27 02:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-130,Rain,Light,2016-04-28 07:35:00,2016-04-28 07:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-131,Rain,Light,2016-04-28 12:15:00,2016-04-28 14:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-132,Rain,Light,2016-04-28 19:35:00,2016-04-28 19:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-133,Rain,Light,2016-04-28 21:35:00,2016-04-28 21:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-134,Rain,Light,2016-04-29 02:15:00,2016-04-29 03:15:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-135,Snow,Heavy,2016-04-29 03:15:00,2016-04-29 03:55:00,0.19,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-136,Rain,Moderate,2016-04-29 03:55:00,2016-04-29 04:15:00,0.12,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-137,Rain,Light,2016-04-29 04:35:00,2016-04-29 06:15:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-138,Snow,Light,2016-04-29 06:15:00,2016-04-29 06:35:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-139,Snow,Moderate,2016-04-29 06:35:00,2016-04-29 06:55:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-140,Rain,Light,2016-04-29 06:55:00,2016-04-29 07:35:00,0.04,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-141,Rain,Light,2016-04-29 08:15:00,2016-04-29 08:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-142,Rain,Light,2016-04-29 09:15:00,2016-04-29 09:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-143,Rain,Light,2016-04-29 10:15:00,2016-04-29 10:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-144,Rain,Light,2016-04-29 11:35:00,2016-04-29 12:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-145,Snow,Light,2016-04-29 12:15:00,2016-04-29 12:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-146,Rain,Light,2016-04-29 12:35:00,2016-04-29 12:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-147,Snow,Light,2016-04-29 12:55:00,2016-04-29 16:15:00,0.07,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-148,Snow,Moderate,2016-04-29 16:15:00,2016-04-29 16:55:00,0.08,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-149,Snow,Heavy,2016-04-29 16:55:00,2016-04-29 17:15:00,0.08,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-150,Snow,Light,2016-04-29 17:15:00,2016-04-29 17:35:00,0.02,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-151,Snow,Moderate,2016-04-29 17:35:00,2016-04-29 18:15:00,0.09,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-152,Snow,Light,2016-04-29 18:15:00,2016-04-29 20:35:00,0.05,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-153,Rain,Light,2016-04-29 20:55:00,2016-04-29 21:15:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-154,Rain,Light,2016-04-29 21:35:00,2016-04-29 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-155,Snow,Light,2016-04-29 22:15:00,2016-04-29 23:55:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-156,Rain,Light,2016-04-29 23:55:00,2016-04-30 00:15:00,0.01,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-157,Snow,Light,2016-04-30 00:15:00,2016-04-30 01:35:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-158,Snow,Moderate,2016-04-30 01:35:00,2016-04-30 02:15:00,0.08,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-159,Snow,Light,2016-04-30 02:15:00,2016-04-30 03:55:00,0.03,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-160,Snow,Light,2016-04-30 04:15:00,2016-04-30 04:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-161,Snow,Light,2016-04-30 05:55:00,2016-04-30 06:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-162,Snow,Light,2016-04-30 06:35:00,2016-04-30 06:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-163,Snow,Light,2016-04-30 07:35:00,2016-04-30 07:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-164,Snow,Light,2016-04-30 08:55:00,2016-04-30 09:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-165,Fog,Severe,2016-04-30 11:35:00,2016-04-30 11:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-166,Rain,Light,2016-04-30 15:15:00,2016-04-30 15:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-167,Snow,Light,2016-04-30 15:55:00,2016-04-30 16:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-168,Rain,Light,2016-04-30 21:55:00,2016-04-30 22:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-169,Snow,Light,2016-05-01 15:35:00,2016-05-01 16:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-170,Rain,Light,2016-05-02 03:55:00,2016-05-02 05:15:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-171,Snow,Light,2016-05-02 10:15:00,2016-05-02 11:35:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-172,Rain,Light,2016-05-06 12:35:00,2016-05-06 12:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-173,Rain,Light,2016-05-06 15:35:00,2016-05-06 15:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
W-174,Rain,Light,2016-05-07 23:35:00,2016-05-07 23:55:00,0.0,US/Mountain,K04V,38.0972,-106.1689,Saguache,Saguache,CO,81149
