EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3082,Rain,Light,2016-09-01 22:15:00,2016-09-01 22:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3083,Fog,Moderate,2016-09-01 22:35:00,2016-09-02 02:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3084,Fog,Moderate,2016-09-02 03:15:00,2016-09-02 05:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3085,Rain,Light,2016-09-02 05:55:00,2016-09-02 06:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3086,Rain,Light,2016-09-02 08:55:00,2016-09-02 09:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3087,Fog,Moderate,2016-09-02 15:15:00,2016-09-02 17:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3088,Rain,Light,2016-09-02 17:55:00,2016-09-02 18:55:00,0.05,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3089,Fog,Moderate,2016-09-02 18:55:00,2016-09-02 19:40:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3090,Fog,Severe,2016-09-03 00:35:00,2016-09-03 00:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3091,Fog,Moderate,2016-09-03 00:55:00,2016-09-03 01:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3092,Fog,Moderate,2016-09-03 14:55:00,2016-09-04 02:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3093,Fog,Moderate,2016-09-04 02:55:00,2016-09-04 03:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3094,Fog,Moderate,2016-09-04 03:55:00,2016-09-04 04:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3095,Fog,Moderate,2016-09-04 04:35:00,2016-09-04 05:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3096,Rain,Light,2016-09-07 23:15:00,2016-09-07 23:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3097,Rain,Light,2016-09-08 02:55:00,2016-09-08 03:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3098,Rain,Light,2016-09-08 04:55:00,2016-09-08 07:55:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3099,Fog,Moderate,2016-09-08 21:35:00,2016-09-08 22:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3100,Rain,Light,2016-09-09 02:35:00,2016-09-09 03:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3101,Rain,Light,2016-09-10 04:35:00,2016-09-10 04:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3102,Rain,Light,2016-09-10 05:35:00,2016-09-10 05:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3103,Rain,Light,2016-09-10 06:15:00,2016-09-10 06:55:00,0.03,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3104,Rain,Heavy,2016-09-10 06:55:00,2016-09-10 07:15:00,0.35,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3105,Rain,Moderate,2016-09-10 07:15:00,2016-09-10 07:35:00,0.26,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3106,Rain,Heavy,2016-09-10 07:35:00,2016-09-10 08:15:00,0.8,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3107,Rain,Light,2016-09-10 08:15:00,2016-09-10 09:55:00,0.27,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3108,Rain,Moderate,2016-09-10 09:55:00,2016-09-10 10:15:00,0.11,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3109,Rain,Light,2016-09-10 10:15:00,2016-09-10 11:35:00,0.17,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3110,Fog,Moderate,2016-09-11 02:15:00,2016-09-11 02:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3111,Rain,Light,2016-09-13 19:35:00,2016-09-13 19:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3112,Rain,Light,2016-09-13 20:55:00,2016-09-13 21:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3113,Rain,Light,2016-09-13 21:35:00,2016-09-13 22:55:00,0.14,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3114,Rain,Moderate,2016-09-13 22:55:00,2016-09-13 23:15:00,0.16,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3115,Rain,Light,2016-09-13 23:15:00,2016-09-14 02:55:00,0.2,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3116,Rain,Light,2016-09-14 03:55:00,2016-09-14 05:15:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3117,Fog,Severe,2016-09-15 08:55:00,2016-09-15 09:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3118,Fog,Severe,2016-09-15 09:35:00,2016-09-15 10:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3119,Fog,Severe,2016-09-15 10:55:00,2016-09-15 11:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3120,Fog,Moderate,2016-09-15 12:15:00,2016-09-15 13:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3121,Rain,Light,2016-09-15 19:15:00,2016-09-15 19:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3122,Fog,Moderate,2016-09-15 21:55:00,2016-09-16 01:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3123,Rain,Light,2016-09-16 01:15:00,2016-09-16 01:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3124,Fog,Moderate,2016-09-16 01:35:00,2016-09-16 01:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3125,Rain,Light,2016-09-16 09:35:00,2016-09-16 13:15:00,0.33,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3126,Rain,Light,2016-09-16 13:35:00,2016-09-16 13:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3127,Fog,Moderate,2016-09-17 15:15:00,2016-09-17 15:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3128,Fog,Moderate,2016-09-17 16:35:00,2016-09-17 16:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3129,Fog,Moderate,2016-09-17 17:15:00,2016-09-17 17:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3130,Fog,Moderate,2016-09-17 17:55:00,2016-09-17 18:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3131,Fog,Severe,2016-09-18 01:55:00,2016-09-18 02:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3132,Rain,Light,2016-09-18 06:55:00,2016-09-18 07:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3133,Rain,Light,2016-09-18 07:55:00,2016-09-18 08:15:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3134,Rain,Moderate,2016-09-18 08:15:00,2016-09-18 09:15:00,0.67,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3135,Rain,Light,2016-09-18 09:15:00,2016-09-18 10:15:00,0.05,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3136,Fog,Moderate,2016-09-18 19:55:00,2016-09-18 20:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3137,Fog,Moderate,2016-09-18 20:18:00,2016-09-18 20:40:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3138,Fog,Moderate,2016-09-18 23:15:00,2016-09-19 00:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3139,Fog,Moderate,2016-09-19 00:35:00,2016-09-19 02:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3140,Fog,Moderate,2016-09-19 02:35:00,2016-09-19 02:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3141,Fog,Moderate,2016-09-19 04:15:00,2016-09-19 04:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3142,Fog,Moderate,2016-09-19 06:55:00,2016-09-19 07:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3143,Fog,Moderate,2016-09-19 07:55:00,2016-09-19 08:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3144,Fog,Moderate,2016-09-19 15:15:00,2016-09-19 18:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3145,Fog,Moderate,2016-09-21 14:55:00,2016-09-21 15:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3146,Rain,Light,2016-09-24 18:35:00,2016-09-24 18:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3147,Rain,Light,2016-09-24 19:15:00,2016-09-24 20:40:00,0.2,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3148,Rain,Moderate,2016-09-24 20:40:00,2016-09-24 21:15:00,0.27,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3149,Rain,Light,2016-09-24 21:15:00,2016-09-24 23:15:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3150,Rain,Moderate,2016-09-24 23:15:00,2016-09-25 00:15:00,0.72,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3151,Rain,Light,2016-09-25 00:15:00,2016-09-25 00:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3152,Rain,Light,2016-09-25 01:15:00,2016-09-25 03:55:00,0.08,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3153,Rain,Light,2016-09-25 04:15:00,2016-09-25 04:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3154,Rain,Light,2016-09-25 05:15:00,2016-09-25 06:15:00,0.01,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3155,Rain,Light,2016-09-25 06:35:00,2016-09-25 07:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3156,Rain,Light,2016-09-25 07:55:00,2016-09-25 08:55:00,0.01,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3157,Rain,Light,2016-09-25 14:35:00,2016-09-25 15:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3158,Rain,Light,2016-09-25 17:15:00,2016-09-25 18:40:00,0.05,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3159,Rain,Moderate,2016-09-25 18:40:00,2016-09-25 19:15:00,0.45,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3160,Rain,Light,2016-09-25 19:15:00,2016-09-25 20:35:00,0.06,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3161,Rain,Moderate,2016-09-25 20:35:00,2016-09-25 21:15:00,0.24,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3162,Rain,Light,2016-09-25 21:15:00,2016-09-25 23:55:00,0.09,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3163,Rain,Light,2016-09-26 00:35:00,2016-09-26 01:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3164,Fog,Moderate,2016-09-27 02:55:00,2016-09-27 03:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3165,Fog,Severe,2016-09-27 03:55:00,2016-09-27 04:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3166,Fog,Moderate,2016-09-28 20:35:00,2016-09-28 21:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3167,Fog,Severe,2016-09-28 21:55:00,2016-09-28 22:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3168,Fog,Moderate,2016-09-28 22:15:00,2016-09-29 01:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3169,Fog,Moderate,2016-09-29 02:15:00,2016-09-29 02:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3170,Fog,Severe,2016-09-29 02:35:00,2016-09-29 02:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3171,Fog,Moderate,2016-09-29 02:55:00,2016-09-29 03:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3172,Fog,Moderate,2016-09-29 03:55:00,2016-09-29 04:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3173,Fog,Moderate,2016-09-29 20:35:00,2016-09-29 20:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3174,Fog,Severe,2016-09-29 20:55:00,2016-09-29 21:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3175,Fog,Moderate,2016-09-30 07:35:00,2016-09-30 07:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3176,Rain,Light,2016-10-04 09:15:00,2016-10-04 09:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3177,Rain,Light,2016-10-04 10:15:00,2016-10-04 10:55:00,0.08,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3178,Rain,Light,2016-10-04 13:35:00,2016-10-04 13:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3179,Rain,Light,2016-10-06 06:35:00,2016-10-06 06:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3180,Rain,Light,2016-10-06 23:55:00,2016-10-07 00:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3181,Rain,Light,2016-10-07 01:15:00,2016-10-07 05:15:00,0.21,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3182,Rain,Moderate,2016-10-07 05:15:00,2016-10-07 05:35:00,0.11,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3183,Rain,Heavy,2016-10-07 05:35:00,2016-10-07 06:15:00,0.74,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3184,Rain,Light,2016-10-07 06:15:00,2016-10-07 07:55:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3185,Fog,Moderate,2016-10-07 22:15:00,2016-10-07 22:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3186,Fog,Moderate,2016-10-08 03:35:00,2016-10-08 04:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3187,Fog,Moderate,2016-10-08 22:15:00,2016-10-08 22:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3188,Fog,Moderate,2016-10-09 03:35:00,2016-10-09 03:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3189,Fog,Severe,2016-10-09 04:15:00,2016-10-09 04:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3190,Fog,Moderate,2016-10-09 04:35:00,2016-10-09 04:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3191,Rain,Light,2016-10-09 23:15:00,2016-10-09 23:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3192,Rain,Light,2016-10-13 17:15:00,2016-10-13 19:35:00,0.09,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3193,Rain,Light,2016-10-13 19:55:00,2016-10-13 21:55:00,0.19,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3194,Rain,Light,2016-10-13 22:55:00,2016-10-13 23:35:00,0.04,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3195,Fog,Moderate,2016-10-16 22:15:00,2016-10-16 22:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3196,Fog,Moderate,2016-10-17 20:15:00,2016-10-17 20:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3197,Fog,Moderate,2016-10-17 20:55:00,2016-10-17 21:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3198,Fog,Moderate,2016-10-17 21:35:00,2016-10-18 01:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3199,Fog,Moderate,2016-10-18 02:15:00,2016-10-18 02:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3200,Fog,Moderate,2016-10-18 03:15:00,2016-10-18 03:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3201,Fog,Moderate,2016-10-18 04:55:00,2016-10-18 05:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3202,Fog,Moderate,2016-10-18 05:55:00,2016-10-18 06:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3203,Fog,Moderate,2016-10-18 06:35:00,2016-10-18 06:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3204,Fog,Moderate,2016-10-18 21:55:00,2016-10-18 22:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3205,Fog,Moderate,2016-10-18 22:35:00,2016-10-18 22:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3206,Fog,Severe,2016-10-18 22:55:00,2016-10-19 00:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3207,Fog,Moderate,2016-10-19 00:55:00,2016-10-19 01:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3208,Fog,Moderate,2016-10-19 16:35:00,2016-10-19 16:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3209,Fog,Severe,2016-10-19 16:55:00,2016-10-19 17:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3210,Fog,Moderate,2016-10-19 17:15:00,2016-10-19 17:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3211,Fog,Moderate,2016-10-19 21:35:00,2016-10-19 21:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3212,Fog,Moderate,2016-10-19 22:15:00,2016-10-19 23:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3213,Fog,Severe,2016-10-19 23:15:00,2016-10-19 23:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3214,Fog,Moderate,2016-10-19 23:35:00,2016-10-20 01:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3215,Rain,Light,2016-10-20 01:35:00,2016-10-20 01:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3216,Fog,Moderate,2016-10-20 03:15:00,2016-10-20 03:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3217,Fog,Moderate,2016-10-20 05:15:00,2016-10-20 05:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3218,Fog,Moderate,2016-10-21 01:35:00,2016-10-21 01:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3219,Fog,Moderate,2016-10-21 03:15:00,2016-10-21 03:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3220,Fog,Moderate,2016-10-21 04:15:00,2016-10-21 04:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3221,Fog,Moderate,2016-10-21 05:35:00,2016-10-21 05:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3222,Fog,Severe,2016-10-21 05:55:00,2016-10-21 07:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3223,Fog,Moderate,2016-10-21 07:15:00,2016-10-21 07:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3224,Fog,Moderate,2016-10-26 19:55:00,2016-10-26 20:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3225,Fog,Severe,2016-10-26 20:55:00,2016-10-26 21:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3226,Fog,Moderate,2016-10-26 21:15:00,2016-10-26 21:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3227,Fog,Severe,2016-10-26 21:35:00,2016-10-26 23:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3228,Fog,Moderate,2016-10-26 23:15:00,2016-10-26 23:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3229,Fog,Severe,2016-10-26 23:35:00,2016-10-27 00:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3230,Fog,Moderate,2016-10-27 00:35:00,2016-10-27 01:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3231,Fog,Moderate,2016-10-27 01:55:00,2016-10-27 05:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3232,Fog,Moderate,2016-10-27 13:35:00,2016-10-27 13:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3233,Fog,Severe,2016-10-27 13:55:00,2016-10-27 14:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3234,Fog,Moderate,2016-10-27 14:35:00,2016-10-27 15:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3235,Fog,Moderate,2016-10-27 15:55:00,2016-10-27 16:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3236,Fog,Severe,2016-10-27 16:15:00,2016-10-27 19:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3237,Fog,Moderate,2016-10-27 19:35:00,2016-10-27 19:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3238,Fog,Moderate,2016-10-31 05:15:00,2016-10-31 05:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3239,Fog,Moderate,2016-10-31 05:55:00,2016-10-31 06:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3240,Fog,Moderate,2016-10-31 12:55:00,2016-10-31 13:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3241,Fog,Severe,2016-10-31 13:55:00,2016-10-31 14:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3242,Fog,Moderate,2016-10-31 14:55:00,2016-10-31 15:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3243,Fog,Moderate,2016-11-01 14:55:00,2016-11-01 17:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3244,Fog,Moderate,2016-11-01 17:35:00,2016-11-01 17:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3245,Rain,Light,2016-11-02 23:55:00,2016-11-03 00:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3246,Rain,Light,2016-11-03 00:55:00,2016-11-03 01:15:00,0.02,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3247,Rain,Moderate,2016-11-03 01:15:00,2016-11-03 02:15:00,0.61,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3248,Rain,Light,2016-11-03 02:15:00,2016-11-03 05:35:00,0.27,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3249,Rain,Light,2016-11-03 06:35:00,2016-11-03 07:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3250,Fog,Severe,2016-11-04 14:15:00,2016-11-04 15:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3251,Fog,Moderate,2016-11-04 16:15:00,2016-11-04 16:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3252,Fog,Moderate,2016-11-04 19:15:00,2016-11-04 19:55:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3253,Rain,Light,2016-11-05 06:35:00,2016-11-05 07:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3254,Rain,Light,2016-11-05 07:55:00,2016-11-05 08:15:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3255,Rain,Light,2016-11-05 12:15:00,2016-11-05 12:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
W-3256,Rain,Light,2016-11-05 13:15:00,2016-11-05 13:35:00,0.0,US/Central,KAXS,34.6986,-99.3381,Altus,Jackson,OK,73521
